草涂,切成小段浸过水的稻草拌入泥浆，可增加泥浆强度，用于糊墙壁。,
草梗,稻草的杆儿。,
草猴,螳螂：?（瘦）合～一样。,
草缚,用稻草临时结成的草绳，用于捆稻草等。,
草蜢,蚱蜢。△～弄鸡甲（喻不自量力）。,
草鞋钱,运费。,
草寮,用木柱和柴草搭建的的棚子，多用于看护农作物、果树等。,
草藴,稻草弯折成束，用于放入灶膛烧火。,
凑脚,凑足人数以便做某事：者厝（这边）那有三个侬，再叫一个来～。,
叉,①乱翻腾；折腾操劳：大～。②任务繁重而忙碌奔波：老公外向去做工，伊单个人者厝～死（干得半死）。,
柴,木头。,
柴马,木工用于架木料的三腿木支架。,
柴火龙,刨花。,
柴爿,木块；木片。,
柴头囝戏,木偶戏，傀儡戏。,
柴块,木头片。,
柴间,‖同【柴草间】见下方。,
柴草间,柴火间，堆放柴木杂物的房间。‖也叫【柴间】见上方。,
柴桥,木结构的桥梁。,
柴柴,①干瘦如柴：生那～。②不灵活的样子：蜀个侬张那～。,
头梳,木质梳子。,
柴鄂隹,比喻人非常瘦。出同名莆仙戏。,
柴窗,木质结构的窗。,
柴楼梯,木梯子。,
柴墟,卖柴草兼临时摆摊的地方。,
柴锲,柴刀。,
柴箍,木头段。,
柴箱,①用较厚木板做成用于盛放衣服的衣箱。②用薄木板做成用于装龙眼干的龙眼干箱。,
柴櫭,木桩。,
柴櫼,将锄头固定在柄上的硬木片。,
炒米花,爆米花。,
炒米粉,莆田风味小吃。先把肉丝、虾仁、黑木耳、胡萝卜丝等入锅炒香，再加入适量水烧开，之后加上调料，调好味后放入青菜，然后放入米粉，浇上油，炒匀，洒些大葱花。就可以出锅了。,
炒拍面,炒面。,
炒骨,油炸排骨。,
草头,汉字偏旁，草字头“艹”。,
吵耳空,吵：我卜读书，汝伓通者～。,
插,搀扶：～病侬行路。,
插艾,莆仙端午节民俗，五月初四家家户户都在门窗上插艾草以避邪。,
插雉鸡尾阿,戏台上的武将。,
蹙,皱眉：目眉～～。,
炒地生核,油炒花生仁。,
?山楂阿,卖糖葫芦的。,
粟,谷子。,
粟桶,谷桶，内放打谷农具，将稻穗摔打在打谷农具上以脱粒，谷粒掉在谷桶中。,
粟箩,装谷子用的箩筐。,
?,颠：三十六～（莆仙闹新房节目之一）。,
创治,给别人制造麻烦：无去做作业，尽行者～侬。,
怂,怂恿：日日～我去买股票|△～侬蜀句古井深（指怂恿人的话引起的后果就像古井那么深）。,
千一,一千一百。类似的有千二，千三，直到千九。,
青黄,杨梅。,
栖古须,松树的叶子，可用于烧火。,
砌墙,筑墙。,
漆,删除掉：将伊厄名～伓挃落尾（把他的名字删掉）。,
贼囝,小偷、扒手的泛称。,
贼钎,小偷夜间凿墙壁所用的工具。,
贼某,女贼。,
贼相,贼头贼脑的样子。,
千刁万恶,调皮鬼。,
千古万年,极久的时间。,
呻,呻吟：伊手痛透暝昏～无歇（他手痛整个晚上一直呻吟）|△阿舅拍阿甥，敢吼伓敢～。,
缠,量词。用于绕成多圈的线：蜀～线。,
田工夫,水田里的农活。,
田豆,蚕豆。,
田豆麦,泛指平原上的冬种作物。,
田园,可耕地，包括水田和旱地。,
田鸡,田里的野鸡。,
田鱼,生长在丘陵地带稻田里的鱼。,
田洋,大片平坦的田地。,
田浔,田埂。,
田涂,田里的土壤。,
田番薯,种在水田里的甘薯。,
田墘,田埂。,
田墘路,田间小道。,
田鳝,黄鳝。,
初一早,正月初一。这天早上，每人吃一碗线面，互相拜年，然后出去游玩。△食三十暝，搭聊～（吃在大年夜，玩在正月初一）。,
初三开店门,莆仙过年风俗。做生意的在正月初三这一天放鞭炮开店门，开始营业买卖。,
谇,斥责：未曾开嘴讲笃乞伊～（还没有开口笃被他斥责）。,
谇涂,当面遭到斥责：伊乞我～。,
冲喉,由于积食，胃里的气从喉咙嗳出。,
忡,讨厌：我看伊～（我讨厌他）。,
忡侬形,讨人嫌；讨厌。,
□,①不好，与“好”相对：天时～|～的物乇。,
跄,向前跌倒：行路无稳，差险～落尾。,
跄涂,喻失败。,
□,拧：两个侬齐将被～甲焦（两个人一起把被子拧干）。,
铳,土枪。,
铳子,子弹。,
铳尾刀,刺刀。‖也叫【尖尾刀】在第194页。,
铳命,枪毙。,
铳落门,枪走火。,
铳箍,枪把。,
铳管,枪管。,
蠘,梭子蟹：冇～公（喻没有实在的东西）。,
刺瓜,黄瓜。,
刺画,凤尾鱼（身扁）。,
刺球,仙人球。,
刺散鸡母,喻头发散乱。,
刺豪猪,刺猬。,
饲,①喂养；饲养：～猪|～糊（喂米糊）②抚养：△～厄会大生厄（养父母大于生身父母）③瞻养：～老爸娘妳是囝儿厄本分。,
饲狗同贼,喻吃里扒外。,
饲蜂,养蜂。,
字覆,竖着旋转硬币，在停之前就用手将其按压住，让对方猜是正面还是反面。,
车,①用缝纫机缝：～衫（缝衣服）|～鞋。②滚动：～车丸（做有馅汤圆）。,
车丸,有馅汤圆。花生加红糖的馅料搓成小圆粒，沾水后放在糯米粉上使之层层滚沾上干性粉粒最后变成小圆球，放入滚开的水中煮熟。,
车手,车把手。,
车头,旧时对车站的称呼。,
车边,缲边儿。,
车囝,载客的人力车。,
车身,水车的长槽。,
车身转,转过来。,
车顶,车上。,
车转头,调头：开到头前去～。,
车转肩,换肩：尽蜀爿担大累，我～蜀下（都是一个肩膀挑很累，我换肩一下）。,
车衫,（用缝纫机）缝衣：针车～。,
车胎,轮胎。,
车栓,水车上用于连接两个叶片轴的木销子。,
车椅轿,一种竹制两用家具，竖起朝上时是椅子。横卧时可以给未能走路的婴儿坐，像轿子。,
车鼓,本地喜庆节日常见文艺表演形式之一。俗称镲锣鼓，就是由镲、锣、鼓等几种打击乐器组成的大合奏。镲是直径四五十厘米的大钹。锣则分为直径七八十厘米的大锣、平锣和凸脐锣三种。鼓是直径一米左右的牛皮大鼓。行进时，由一旗手举旗前导。紧接着是两面大锣，分由两人各扛一面，后面一人鸣锣开道；鼓手处于中心位置，牛皮大鼓置于一特制的带轮子的架子上，由两名车手推着前行；数十名钹手排成纵队，分列鼓手两旁；殿后的是数名锣手。表演时，车鼓乐击打有序，钹手、锣手均受鼓手指挥。女子车鼓别具一格，对传统的车鼓进行改造，溶入了莆仙戏和汉族民间舞蹈的动作。民间传统节日如元宵节、妈祖诞生日等，甚至游行、商场开业，车鼓队都要出场，增添节日气氛,
车路,①旧时车马通行的道路。②公路。,
车路墘,马路边。,
车櫭,车的部件。,
成,嫁：～囝（嫁女儿）|～城里。,
且做,连词，即使；就算：～汝有道理，亦伓通拍侬。,
且等,等；等一下：汝～一下，我几件衫托汝去。,
请囝婿,莆仙婚俗，婚后第二天，女家宴请女婿。,
请戏糜,莆仙风俗，一个地方演戏，当地的人往往请外地人来看戏，因为演戏大部分在晚上，所以主人往往准备下晚饭，请来看戏的人吃饭。,
请明侬,委托媒人物色对象。,
请香,到比较显赫的神庙去进香，请回符箓。,
倩,雇：～工（雇工）|△用钱买炮～侬放（自己花了代价反而让他人享受）。,
赤鼠,黄鼠狼。,
刺,①用尖锐物插入：用刀～侬。②手工针织（毛衣）：～毛衫（织毛衣）。③宰：今旦买墨鱼干，乞～去。,
僭,加塞：伊无排队，～头前去。,
枪,刺击用的长矛。,
鲳,鲳鱼。△海里马鲛～（鲳为鲜美海味之一）。,
席,草席。,
扬麦,扬麦子。,
扬粟,扬谷。,
墙重,墙壁。,
墙涂,旧墙土，因其中含有硝，掺合草木灰可成复合肥料。‖也叫【壁涂】。,
墙基脚,墙脚。墙壁底部所垒的石块。也称基脚。,
撨,移动：～桌子|～蜀向（转一个方向）。,
抢现,抢夺眼前利益。,
抢路,拦路抢劫。,
臭,①难闻的气味，与“香”相对。②不讲信用，无赖：者个侬大～，伓通合伊做生理。,
臭丸,樟脑丸。,
臭心肝,恶毒心肠。,
臭头,瘌痢头。,
臭头山,不长树木的山。,
臭头衰,‖同【臭衰】见下方。,
臭耳聋,聋子。骂人的话。,
臭虫,红薯或某些瓜果的内部被虫咬了。儿歌：饼红红，桃～（饼子红，桃子生虫）。,
臭拄,侥幸得到：伓是伊运气好，是～着。,
臭味,味道发臭：饭配～落尾，勿会食得|△二月二，蚮～（农历二月过后，海蛎的味道不好了）。,
臭侬,不讲信用的人。,
臭空,不讲信用，耍赖：伊是～厄侬，无卜甲伊齐讲（不想跟他说）。,
臭屎,倒霉：今旦大～，钱包拍伓见落尾。,
臭衰,同【衰】在第172页。,
臭涂,电石。,
臭脚臁,臁疮。一种导致足胫部溃烂的皮肤病,
臭鼻,好色。‖也叫【鼻头神】在第148页。,
唱曲,唱戏。,
唱戏,唱歌：伊～大好听。,
上,长；生：～蛀|～虫|～胡蝇屎（长雀斑）。,
上白□,皮肤长白斑。,
上头,莆仙婚俗，新郎新娘婚礼前一天晚上进行上头仪式。,
上鸡肉□,起鸡皮疙瘩。,
上胡蝇屎,长雀斑。,
上铁板,脸上长出的斑点。,
上蚼,陈米旧麦中长出小蛀虫。,
上蛀,生蛀虫。,
上绿鸡,长苔藓。也说“上青苔”。△石头浸久亦会～（喻在一定的环境久了，会变得圆滑或具有某种相应技能）。,
上蔗,对已长出土面的甘蔗进行培土。也称涂蔗。,
上播蔸,‖同【泼播兜】在第152页。,
伬胡,莆仙戏演奏乐器之一，一种中音板胡。,
绱鞋,把做好的鞋面与鞋底缝紧成鞋。泛指做鞋。,
绱鞋阿,制鞋、补鞋的人。,
绱鞋面,做鞋面。,
七寸,猪蹄。,
七不笑八,比喻都有缺点或错误，只是程度不同，不要讥笑别人。,
七月七日夜,古称七夕。为天上牛郎织女相会日。莆仙家家炒糖豆、爆米花。,
七月半,农历七月十五日中元节，莆仙一带有接公妈、和送公妈的祭祖风俗。,
七尺箍,制作棺材板的七尺长杉木段。,
七步蛇,毒蛇。尖吻蝮。,
七角十六起,演员少，角色多，一个演员充当几个角色。,
七间厢,莆仙传统民居格局之一。在五间厢的两边各加一列厢房。‖参看【五间厢】在第142页。,
七果八肴,形容食物丰盛。,
七败八臭,身败名裂。,
七变球,一种花，绣球。,
七空拄三,碰巧。,
七星,旧式木床铺上方的长方形架子，用于支撑蚊帐。,
七窍灵通,从外表看很聪明。,
七娘妈生,传说农历七月初七是织女生日。,
七谋八算,想尽一切办法来算计和谋划。,
七暗八摸,夏天夜晚七点左右天开始黑了，到了八点就全黑。,
七箬瓜,南瓜。‖也叫【通瓜】在第177页。,
拭,擦：～尻川（擦屁股）。,
拭尻川,擦屁股。,
兴采,随意；随便：～都厄使厄（随便都可以）。,
青干,晒干的虾皮。,
青炊,晒干的青鱼（鳁鱼）。,
亲厄,族亲。,
亲家,亲家（媳妇的父亲）。,
亲家姆,亲家母（媳妇的母亲）。,
亲家亲家姆,亲家亲家母两个,
亲情,①亲戚。△～有行有亲（亲戚之间经常往来才会亲密）,
亲情间,姻亲。,
亲嘴,亲口：伊～合我讲的（他亲口告诉我的）。,
称头无额,不足量。,
称锤敲脚,称出的物品分量不足。,
清靠水,整齐干净；整洁：者侬大～。,
斟,吻：～嘴。,
鲜料,新鲜：者鱼大～|～物配。,
镵镲,钹。铜质圆形的打击乐器。,
寻,沿着：我～渠道边行。,
寻,量词。两手左右伸直成一直线，两个中指指尖之间的长度：有蜀～长。,
浔,堤岸：沟～。,
掌甲痕,手指头抓痕。,
秤,量词。十斤重的重量。也称斗。,
秤平,泥匠用于测水平的器具。,
秤仔缠钩,奸商短斤少两，称不准。含讽刺意。,
秤囝,小号的秤子。,
秤囝平,称出的物品分量勉强够。,
秤囝尾翘翘,称出的物品分量足。,
秤囝够,分量足够。,
秤花,秤星。,
秤钩,杆秤一端下垂的金属弯钩﹐用以悬挂所称的物体。,
凊,凉；冰冷：～水|～冰冰。,
凊水,冷水。,
凊汗,冷汗。,
凊脾,胃冷。,
凊糜,剩饭。,
趁,介词，相当于普通话“从”：～许爿行（从那边走）|～车站到体育中心有三路车。,
羞,羞脸：～～皮厚厚。,
秋风头起,秋风起。,
秋茄,秋天收获的茄子。,
秋热,莆仙地区每年立秋处暑天气还很热，称秋热。,
上,汲：用盘桶～水。,
湬,从：～今旦起鼓。,
手力,手腕；手段：使～。,
手巾,毛巾；洗脸巾。,
手巾扇,手绢和纸扇。按照莆田婚俗，定亲时男方送给女方的礼物中有一对手绢和一对纸扇，和聘金及其它礼品一起送给女家。女家收下，又回送一些礼物，亲事于是定下来。,
手巾被,毛巾被。,
手目,腕关节。或称手节。,
手电,"手电筒。△～照侬（勿会）照介（自己）（手电筒照得见人家，照不见自己。喻人只看见别人的短处,看不到自己的短处）。",
手臼,石头擂钵。,
手后??,胳膊肘儿。,
手肚,胳膊。,
手肚肚,人的上臂凸起的那块肉。,
手尾,父母老时的私房钱。,
手尾力,手腕的力量。,
手单,手帕，也叫手巾囝。过去男女订婚时有“金手指易～”（戒指换手帕）的风俗。,
手指,戒指。,
手面,脸和手：洗～。,
手贱,会小偷小摸：～偷要物乇（偷拿东西）。,
手骨,①手腕骨：～拍折（断折）。②手腕。,
手弯,人的肘。,
手举,舀水的木勺子。,
手圈,套在手腕上的环形饰品。,
手痕,手相。,
手掌甲,指甲。,
手筋,手臂筋脉。,
手碗底,掌心，或称手心。△～伸直，手指亦有长短（比喻事物之间总有差别）。,
手碗面,手背。△～是肉，手碗底亦是肉（喻父母对于子女的态度一视同仁、都非常关心爱护）。,
手?,袖子：△拆～，补胛脊（背部）（相当于“拆东墙补西墙”）。‖也叫【手?头】见下方。,
手?头,‖同见上方【手?】，,
手?囊,‖同【手囊】见下方。,
手摖,筢子，用于聚拢柴草或谷物等的竹制器具。,
手螺,手脶纹。△手无～（拿不稳东西。讽刺的话）。,
手囊,袖套。‖也叫【手?囊】见上方。,
树□,树干。,
树尾,树梢。,
树顶红,在树上就已经成熟的（水果）。,
树栽,树苗。,
树萼,树上长出的芽。,
树葩,树桠。,
树箬,树叶。,
树箬,树叶。,
树影,树荫。,
树薯,木薯。,
树??,橡胶。,
树??圈,橡皮圈。,
树??搓,橡皮擦。‖也叫【??搓】在第136页。,
树??鞋,‖同【水鞋】在第201页。,
唱亡,由女巫婆以唱的方式招亡魂。,
湫,量词。用于屎、尿等：蜀～尿。,
搓丸,做汤圆。莆仙民俗，冬至前夜要举行搓丸仪式，祭祀祖先。,
搓乌面,丢面子。,
搓黑板,擦黑板。,
臊,腥：者鱼味素～（这鱼味道很浓）|食～（吃荤）。,
臊油,动物油。,
此人,这家伙，含轻蔑意：～今旦转再（又）迟到。,
出,量词。①相当于“次”。②用于一段时间：有蜀～（有一阵子）。③。一个独立的剧目或节目。,
出山,出殡。,
出王,象棋下法之一。出老将。,
出水,房屋封顶：厝起～咯（房子封顶了）。,
出长,多出：分做五份，复有～几斤。,
出月,婴孩满月。那天，举行满月仪式。,
出正,正月以后：等～了再讲。,
出疕,长痂。,
出物,患麻疹。,
出侬前,出众。,
出珠,出天花。,
出超,出人头地。,
出萼,‖同【发萼】在第98页。,
出落,酒席。,
出嘴,①发誓：伊既然～咯，笃信伊蜀环。②话说出口：伊蜀～笃夷呼呼（乱说）。,
出穗,抽穗。,
冲狂,生气：我听了大～|汝伓通～，等我解释乞汝听。,
村夫,粗野：伊是～厄侬（他是个粗野的人）。,
伸心爿,汉字偏旁，竖心旁“忄”。,
伸伸,用在数量词或数词之后，表示“…多一点点”，如蜀斤～|两亩～。,
春头,年初。,
春动,立春。,
春尾,暮春，农历三、四月的时候。,
春雨涿涿,春雨潇潇。涿，（雨点）落下。,
春卷,莆仙传统食品。用面粉加少许水和盐拌揉捏，放在平底锅中摊烙成圆形薄皮，然后将制好的馅心（肉末、豆沙、韭菜、猪油）摊放在薄皮上，将两头折起，卷成条状下油锅炸成金黄色即可。又称春饼、薄饼。,
寸木难求,喻备料宁愿多些。准备木料时，如果短了一寸，再加长是不可能了，就成了废料。,
寸枣,莆仙特色食品。糯米浆压成半干，揉成约一寸长铅笔粗细的条子，油炸后，放入煮熟的白糖中炒。,
粗大,①（人体、物体部分）又粗又大：脚肚～。②体形大：伊侬生～。,
粗水,人粪尿。,
粗水磅,一种用于度量人粪尿浓度的仪器。,
粗过,长得老相：伊生大～。,
粗光平直,质量大致合格；凑合：者只椅子是我家己做厄，～。,
粗米,含有糠的米。,
粗沙,颗粒大的沙子。‖又叫【大核沙】在第60页。,
粗货,粗制滥造的产品。,
粗面,麻脸。,
粗残,使用工具不爱惜，乱用：伊使公家物大～，牛乞使会无角。,
粗桸,舀取人粪尿的勺状农具，有长柄。,
粗桶,装人粪尿的木桶。,
粗鲁不文,粗鲁不文明：伊是个～厄侬，汝伓使合伊一样。,
粗嘴,粗言野语：伊～骂人。,
粗糠,谷子的中果皮。,
厝,①房屋。②量词。相当于“家”。,
厝瓦,瓦片。,
厝内,屋内。,
厝心,一片房子的中央位置。,
厝外,屋外。,
厝主,房东。,
厝头前,房前。,
厝边,房子的两边：～隔壁|△住厝好～，做田好田坅（指要有好的环境，人们生活和劳动才会舒心）。,
厝边居,邻居。,
厝边隔壁,左邻右舍。,
厝地,用于盖房子的地方。,
厝囝,小屋。,
厝后,屋后。,
厝后间,在原来的房屋后面再续接的房间。,
厝壳,主体工程已完工但还没有装修的房子。‖也叫【厝坯】见下方。,
厝里,屋内。,
厝里撑伞,①喻空忙。②喻双保险。,
厝间,房间。,
厝坯,同见上方【厝壳】。,
厝顶,屋顶。,
厝顶面,屋顶上面。,
厝契,房产证。,
厝前,房前。,
厝租,房租。,
厝影,①房屋阴遮处。②在远处模糊的房子影子。,
吹牛蜱,吹牛；说大话：伊者个侬好～。,
吹笙,吹唢呐。,
炊,①蒸：～馒头|～碗糕。②蒸笼。,
炊巾,蒸米糕等放在蒸笼底的垫布。,
炊馃,蒸米馃。,
炊糜,蒸饭。,
箠,小木（或竹）条；鞭子。也称箠囝。,
箠箍,短木棍。,
箠篙,竹杆。,
找侬,找对象。,
找空,钻空子，找茬：伊～卜甲我齐嗷（他找茬儿要跟我吵架）|△六月风无工，十二月风～（夏天炎热盼风风不来，冬天寒冷风总是要到处钻空子）,
□,拔火罐。,
啜,小口喝：～蜀嘴酒。,
穿九莲,道士念经做醮仪式。,
嘴长目土,形容生气的样子。,
嘴歪目??,用努嘴或眨眼示意。,
碎使,零花：钱放少少乞伊～。,
碎钱囝,零碎的钱。,
碎票,零碎的低面值的钱。,
粹好,还好；还可以：今旦课讲～。,
嘴,①口；嘴巴。②量词。相当于“口”：蜀～糜。‖“嘴”，训读字。本字为“喙”。,
嘴门,嘴唇。△～花请客（相当于“口惠而实不至”）。,
嘴开天大,狮子大开口。,
嘴无闲,多嘴：汝伓使（不要）～，讲了得罪侬。‖也叫【嘴闲】见下方。,
嘴长,形容生气的样子。也称嘴土土：伊乞气阿～。,
嘴方,不单说，常说“嘴方甜”，意为嘴甜。,
嘴斗,胃口：～好。,
嘴斗舛,择食的毛病严重。,
嘴斗好,不挑食，什么都能吃：这呆囝～，肯食。,
嘴生长,多开口：汝着～去勘别侬。,
嘴尖,搬弄是非：婶娘侬～。,
嘴舌,舌头。,
嘴舌尾,舌尖。,
嘴坏,爱说别人坏话：伊者侬（她这个人）～，心肝无坏。,
嘴含合,闭嘴：～，伓通吼（不要哭）。,
嘴闲,同【嘴无闲】见上方。,
嘴闲闲,①没东西吃嘴巴闲着。②没有话题可谈：～罔讲（乱讲）。,
嘴抹油,说话滔滔不绝。,
嘴软,嘴甜。,
嘴齿,‖同【齿】在第110页。,
嘴帕,口罩。,
嘴毒,说话恶毒，伤害别人。,
嘴厚,由于生病发热等胃口不好，不想吃东西。也称“嘴涩”。,
嘴贱,馋嘴：只头猫子～，会偷食饭配。,
嘴钝,味觉迟钝。,
嘴须,胡须。,
嘴甜,嘴甜。△～动侬心（善于说话，讨人欢心）。,
嘴短,由于客气不肯吃别人的东西。,
嘴鼓,腮帮。,
嘴窠,酒窝。,
嘴嘻嘻,笑咪咪。,
嘴?,脸颊。,
嘴擘大,嘴巴张大：～我看。,
嘴擘开,张嘴：～我看。,
床,桌子。,
床下,桌子底下。,
床布,抹布。,
床顶,桌上。,
床顶面,‖同【床面】见下方。,
床面,桌面。‖又叫【床顶面】见上方。,
床桄,联结桌子四脚的横木。,
床脚,支撑整个桌体的四个脚。,
床椅,桌椅。,
床柜,桌柜的组合家具。,
蛆虫,孑孓。,
舒,展开；铺：～被|～席。,
舒席,摊铺席子。,
舒铺,铺床。,
厨公,厨师：请侬做～。,
厨灶,办喜事时在门外临时搭的灶。,
取事,处理事务。,
取和,调解；劝解。,
处卷纸,评卷。,
挦,①拔：～芒（拔毛）|△老虎须亦敢去～（喻胆子非常大）。②用力摘：龙眼未曾熟，乞呆囝偷～去食。,
挦地生,摘取花生荚果。,
抴,引；带；领：～几个侬去（带几个人去）我伓知迹，汝～路（我不识路，你带路）。,
抴火,失火：蜀暝底落～，救火车开阿开过|△无惊～厝，那惊落粪池（指把大部分的收入都花在打扮上）。,
?,小竹刺。,
厂爿,汉字偏旁，偏厂儿“厂”。,
挰,①遮挡；顶：火灯乞风吹卜灭，着用纸板来～|汝行边，伓使～我头前。,
澄,沉淀：水～到清（使水澄清）|△好酒～瓮底（喻好东西总在最后）。,
打头风,迎面而来的风；逆风。,
打敌都,闹别扭：者几工（这几天）两个侬齐～。,
??,拉大便时用力；使劲。,
丈夫,男人，男子。,
大王爷,清代抗倭名将广东人孔兆熙，北高镇后积万灵庙主祀神。,
压岁,除夕夜长辈给晚辈压岁钱。,
压梆,牛拉载人的长木板（称为梆），将稻田中翻起的土压碎、压散。,
压蔗,种甘蔗。把蔗种浅埋入蔗畦中，露出土面约一寸左右。‖也叫【种蔗】在第192页，【拍蔗】在第146页。,
压,压：用石头～|乞～（勿会）喘气。‖“压”，训读字。,
呆囝,小孩。△夏天婴儿还是捂着点好）。,
呆囝帮,小伙伴儿。,
呆囝相,小孩子似的。,
台湾客,定居台湾的同胞。,
台湾檨,芒果。,
大伤,身体垮了：旧年乞车轧，身体～落尾。,
大材,①男子长得俊秀：汝厝囝生大～。②对于财物不计较：学会～少少，伓通小小气。③举止自然、不拘束；大胆：大～坐许，无侬敢赶汝行。,
大慨,大方；不吝啬。或称大气。,
代致,事情。△北风送夏至，早粟无～（夏至不刮北风，预兆早稻丰收）。,
殆,“第一”的合音。△～惨无钱，～伤无眠（穷得一文钱都没有是最可怕的，而睡眠不足，对身体的伤害也是最大的）。,
触,顶撞，触碰：乞牛～（被牛顶撞了）|△拖田厄（勿会），厮触厄会（不会耕田，只会打架。喻正事不做，却去惹是非）。|车身乞～蜀大窠（车身被碰一个大坑）。,
答拜,回拜。,
答谢,许愿的事实现后，持许愿的东西去表示谢意。,
逐个,每个人。也称照个。,
逐年,每年。,
逐位,‖同【满迹】在第132页。,
逐项,每样；每项：～事体都叫我去做。,
逐途趁食,每一种途径都可以谋生。,
东甲镇海堤,"福建闻名的第一大堤，可与浙江钱塘镇海堤相媲美。位于黄石镇东甲、徐厝、遮浪等村的海滩上,目前全长6.42公里，其中古堤长4.42公里，堤身全部为砌石。镇海堤抵御海潮，围垦埭田，造福于民，它使莆田南洋平原的77个村庄、30余万人口、25万亩耕田受益。唐元和八年(813)，福建观察使裴次元主持修筑镇海堤,莆田始形成南北洋平原。历代屡有重修。2006年6月被列为全国重点文物保护单位。",
东向,东边。‖也叫【东向爿】见下方。,
东向爿,‖同【东向】见上方。,
冬节,冬至。莆仙冬至前夜，全家聚在一起搓丸祭祀祖先，冬至那天大部分人家去扫墓。,
单丁孤姓,小房小姓。,
单人爿,汉字偏旁，单人旁“亻”。,
单另,另外：好厄地生～放。,
单面街,仅一面有房屋的街道。,
单差,差别；不同：钱～若夥？,
单倒,麻烦；差；缺少：者堵墙有～|复～甚么？△塌店伓～蜀个猪肚（倒闭的店铺不差一个猪肚）,
同,向着；偏袒：伊做坏事，汝偷～|△阿姑惜孙～姑姓（姑姑偏袒疼爱侄儿、侄女）。,
铜片,实心的铜钱。或称钱片。,
铜钮,铜质钮扣。,
铜番,假银元。△～出面（喻事情败露）。,
?,湿，与“焦（干）”相对：雨沃蜀身都～落尾。△地～出星，雨落（勿会）晴（地上被雨淋得很湿的时候，天上可以看到星星，则还会下雨）,
旦囝,戏班中的小旦角色。△有诸方有～（喻各种各样的角色都有）。,
旦囝面,像扮演旦的角色的演员的脸蛋，形容女子美丽。,
??,闭目：目珠～□（闭上眼睛）。,
淡薄,稍微；一点：伊有～进步，汝着乞表扬。,
淡薄囝,副词，一点点；稍微：味素有～咸|～伤头前（太前面了一点点）。,
兜,①环绕；围绕：～蜀大圈。②延续。△暗雨～暝（入夜时下的雨，会延续大半个晚上）。③承担：△豆炒逐个食，鼎坏蜀侬～（喻有福大家享，有难一人当）。④量词。单棵的植物。,
骰,色子。,
投侬,在背后数落人家：△～无好话（背后说人的，一般都是坏话）。,
斗斗落,事事爱插手。,
昼,①正午。②午饭。,
豆腐丸,豆腐加佐料搓成球形，放入大量热水中稍微一煮就捞起。成品放入汤汁中煮熟。,
罩雺,雾浓。,
豆,大豆。,
豆干,豆腐干。,
豆卤,酱豆腐。,
豆油,由大豆压榨而成的油。,
豆点心,豆腐皮。,
豆浆炒,莆田风味小吃。豆浆炒米粉。,
豆浆焯米粉,莆田风味小吃。本地米粉用沸腾的豆浆烫了放几分钟就可以吃。,
豆酱,豆瓣儿酱。,
豆腐汤,‖同【面糊】在第131页。,
豆腐板,做豆腐工具，正方形木板，边长约60厘米，点过的豆腐装入滤巾，放在板上，一层豆腐一层板，把豆腐压成块状并滤出水分。,
豆稿,豆杆。,
豆薯,大豆收成后种下的红薯。,
豆糖扼软馃,莆田七月初七食品。糯米粉加水和匀，搓成一个个小圆球后压扁，放入滚开的清水中煮熟捞起，放入锅中，放入适量的花生油、白糖翻炒均匀，然后倒入炒熟并碾成粉末的豆粉中，使软馃均匀沾上豆粉。,
豆?,黄豆榨油后的残渣，压制成直径约50公分、厚3～4公分的圆饼，作为有机化肥使用。,
闹热,热闹：街当央大～（街上很热闹）|莆田元宵连天～|看～。,
脰颅,脖子。,
脰颅筋,脖子上凸起的青筋。,
脰颅管,咽喉外部。,
脰领,衣领。‖也叫【领脰】在第136页。,
多承,多谢；感谢：△鹗鸠目圆圆，食了无～（喻不懂得感恩，或忘恩负义）。,
多躇,麻烦：事体大～。,
担,挑：～柴|～水沃菜（挑水浇菜）。,
担肉面,莆仙婚俗，婚前男方送食物礼品给女方。礼物中有“肉面”，一般放在礼盘中，和其它的礼物一起挑到女家。‖参看【肉面】在第136页。,
担芽油阿,挑着麦芽糖到处叫卖的人。,
担花篮,把礼物放在礼篮中，成担挑了送礼。,
担豆花阿,卖豆腐脑的人。,
担豆浆地生汤阿,卖豆浆和花生汤的人。,
担灶,满月后的婴儿抱到外婆家做客以及从外婆家回来时，大人会用锅底灰抹孩子的鼻尖，并用破鱼网蒙头。称“担灶”，以保佑平安。回家之时，外公婆则要给婴儿挂脰。‖参看【挂脰】在第82页。,
担青炊阿,挑着青炊鱼四处叫卖或在路旁摆摊的小商贩。‖参看【青炊】在第36页。,
担担,挑担子：看侬～伓使力（看人挑担不费劲）。,
担瓮阿,挑着小件瓷器到处叫卖的人。,
担索,一种长绳子(用于捆货物)。,
担柴爿,挑柴。,
担粗水,挑人粪尿到田间施肥。,
担葱卖菜阿,挑着青菜到处叫卖的人。,
担鼎阿,卖铁锅的。△做田阿穿（穿）麻衫，～穿乌裤（种田的多流汗，穿麻织的衣服容易透气吸汗。铁锅带有铸铁烟灰，粘上即黑，卖挑铁锅的一般穿黑裤子，脏了也看不见）。,
担粪,将垫猪圈的土挖起，挑到田间当做施肥的肥料。,
担箩拾骨,来送死。,
担潘,挨家挨户或到饮食店收集泔水，用于喂猪。,
担篮囝乓阿,挑着水果青菜等沿路叫卖的人。,
